0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
1.0,1.0,1.0,1.0,0.8,0.987460815047022,0.5,0.6153846153846154,0.625,0.9967532467532467,0.9090909090909091,0.7407407407407406,0.8947368421052632,0.9967213114754099,0.9444444444444444,0.918918918918919,1.0,0.990625,0.5714285714285714,0.7272727272727273,0.9285714285714286,0.9935483870967742,0.8666666666666667,0.896551724137931,1.0,1.0,1.0,1.0,0.881578947368421,0.9838709677419355,0.9436619718309859,0.9115646258503401,0.86,0.9635036496350365,0.8113207547169812,0.8349514563106797,0.875,1.0,1.0,0.9333333333333333,0.9538461538461539,0.9845559845559846,0.9393939393939394,0.9465648854961831,0.9375,0.9837662337662337,0.75,0.8333333333333334,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.4
1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.888888888888889,0.875,0.9967532467532467,0.9333333333333333,0.9032258064516129,0.8947368421052632,0.9868852459016394,0.8095238095238095,0.8500000000000001,1.0,0.996875,0.8,0.888888888888889,0.7857142857142857,0.9967741935483871,0.9166666666666666,0.8461538461538461,1.0,0.9936908517350158,0.7777777777777778,0.8750000000000001,0.9605263157894737,0.967741935483871,0.9012345679012346,0.9299363057324841,0.9,0.9890510948905109,0.9375,0.9183673469387755,0.875,1.0,1.0,0.9333333333333333,0.9846153846153847,0.9922779922779923,0.9696969696969697,0.9770992366412214,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,1.0,0.9905956112852664,0.625,0.7692307692307693,0.8125,0.9902597402597403,0.8125,0.8125,0.8947368421052632,0.9868852459016394,0.8095238095238095,0.8500000000000001,1.0,0.996875,0.8,0.888888888888889,0.7857142857142857,0.9903225806451613,0.7857142857142857,0.7857142857142857,0.7142857142857143,1.0,1.0,0.8333333333333333,0.9342105263157895,0.9758064516129032,0.922077922077922,0.9281045751633986,0.86,0.9854014598540146,0.9148936170212766,0.8865979381443299,0.875,0.9968354430379747,0.875,0.875,0.9538461538461539,0.9768339768339769,0.9117647058823529,0.9323308270676691,0.5625,0.987012987012987,0.6923076923076923,0.6206896551724138,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.8,0.9843260188087775,0.4444444444444444,0.5714285714285714,0.875,0.9805194805194806,0.7,0.7777777777777777,0.8947368421052632,0.9967213114754099,0.9444444444444444,0.918918918918919,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,1.0,0.88,1.0,1.0,1.0,1.0,0.9605263157894737,0.9758064516129032,0.9240506329113924,0.9419354838709677,0.78,0.9854014598540146,0.9069767441860465,0.8387096774193548,0.875,1.0,1.0,0.9333333333333333,0.9846153846153847,0.9845559845559846,0.9411764705882353,0.962406015037594,0.8125,0.9935064935064936,0.8666666666666667,0.8387096774193549,1.0,0.9933774834437086,0.9166666666666666,0.9565217391304348,0.25,1.0,1.0,0.4
1.0,1.0,1.0,1.0,0.8,0.987460815047022,0.5,0.6153846153846154,0.875,0.9935064935064936,0.875,0.875,0.8421052631578947,1.0,1.0,0.9142857142857143,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.923076923076923,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9078947368421053,0.9798387096774194,0.9324324324324325,0.92,0.84,0.9671532846715328,0.8235294117647058,0.8316831683168315,0.875,0.9968354430379747,0.875,0.875,0.9692307692307692,0.9806949806949807,0.9264705882352942,0.9473684210526316,0.75,0.9902597402597403,0.8,0.7741935483870969,1.0,0.9933774834437086,0.9166666666666666,0.9565217391304348,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,1.0,0.9968652037617555,0.8333333333333334,0.9090909090909091,0.75,0.987012987012987,0.75,0.75,0.8947368421052632,0.9967213114754099,0.9444444444444444,0.918918918918919,1.0,0.996875,0.8,0.888888888888889,0.7857142857142857,0.9967741935483871,0.9166666666666666,0.8461538461538461,1.0,1.0,1.0,1.0,0.9473684210526315,0.9758064516129032,0.9230769230769231,0.935064935064935,0.92,0.9854014598540146,0.92,0.92,1.0,0.9936708860759493,0.8,0.888888888888889,0.9692307692307692,0.9961389961389961,0.984375,0.9767441860465116,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.9905956112852664,0.625,0.7692307692307693,0.9375,0.9967532467532467,0.9375,0.9375,1.0,0.9967213114754099,0.95,0.9743589743589743,0.75,1.0,1.0,0.8571428571428571,0.9285714285714286,0.9967741935483871,0.9285714285714286,0.9285714285714286,1.0,1.0,1.0,1.0,0.9342105263157895,0.9838709677419355,0.9466666666666667,0.9403973509933775,0.82,0.9781021897810219,0.8723404255319149,0.8453608247422681,0.875,0.9968354430379747,0.875,0.875,1.0,0.9845559845559846,0.9420289855072463,0.9701492537313433,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,1.0,1.0,1.0,0.8,0.9905956112852664,0.5714285714285714,0.6666666666666666,0.75,0.9935064935064936,0.8571428571428571,0.7999999999999999,0.8947368421052632,0.9934426229508196,0.8947368421052632,0.8947368421052632,1.0,1.0,1.0,1.0,0.7857142857142857,0.9870967741935484,0.7333333333333333,0.7586206896551724,1.0,0.9936908517350158,0.7777777777777778,0.8750000000000001,0.9342105263157895,0.967741935483871,0.8987341772151899,0.9161290322580645,0.78,0.9671532846715328,0.8125,0.7959183673469388,0.625,0.9968354430379747,0.8333333333333334,0.7142857142857143,1.0,0.9845559845559846,0.9420289855072463,0.9701492537313433,0.75,1.0,1.0,0.8571428571428571,1.0,0.9966887417218543,0.9565217391304348,0.9777777777777777,0.25,1.0,1.0,0.4
1.0,1.0,1.0,1.0,0.4,0.9968652037617555,0.6666666666666666,0.5,0.8125,0.9902597402597403,0.8125,0.8125,0.8947368421052632,0.9901639344262295,0.85,0.8717948717948718,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,1.0,0.88,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9210526315789473,0.9798387096774194,0.9333333333333333,0.9271523178807947,0.9,0.9708029197080292,0.8490566037735849,0.8737864077669903,1.0,0.9873417721518988,0.6666666666666666,0.8,0.9846153846153847,0.9768339768339769,0.9142857142857143,0.9481481481481482,0.5,0.9967532467532467,0.8888888888888888,0.64,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,1.0,1.0,1.0,0.8,1.0,1.0,0.888888888888889,0.9375,0.9902597402597403,0.8333333333333334,0.8823529411764706,0.8947368421052632,1.0,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,0.7857142857142857,0.9967741935483871,0.9166666666666666,0.8461538461538461,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9605263157894737,0.9919354838709677,0.9733333333333334,0.9668874172185431,0.98,0.9744525547445255,0.875,0.9245283018867924,1.0,1.0,1.0,1.0,0.9846153846153847,0.9961389961389961,0.9846153846153847,0.9846153846153847,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.5714285714285715,0.875,0.987012987012987,0.7777777777777778,0.823529411764706,1.0,0.9934426229508196,0.9047619047619048,0.9500000000000001,1.0,1.0,1.0,1.0,0.7857142857142857,0.9903225806451613,0.7857142857142857,0.7857142857142857,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9210526315789473,0.9879032258064516,0.958904109589041,0.9395973154362416,0.96,0.9671532846715328,0.8421052631578947,0.8971962616822429,0.875,1.0,1.0,0.9333333333333333,0.9538461538461539,0.9922779922779923,0.96875,0.9612403100775193,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.8,0.987460815047022,0.5,0.6153846153846154,0.75,0.9935064935064936,0.8571428571428571,0.7999999999999999,0.8947368421052632,0.9967213114754099,0.9444444444444444,0.918918918918919,0.75,1.0,1.0,0.8571428571428571,0.8571428571428571,0.9935483870967742,0.8571428571428571,0.8571428571428571,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9736842105263158,0.9758064516129032,0.925,0.9487179487179489,0.82,0.9781021897810219,0.8723404255319149,0.8453608247422681,1.0,1.0,1.0,1.0,0.9846153846153847,0.9845559845559846,0.9411764705882353,0.962406015037594,0.6875,0.9967532467532467,0.9166666666666666,0.7857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.9968652037617555,0.8333333333333334,0.9090909090909091,0.875,0.987012987012987,0.7777777777777778,0.823529411764706,1.0,0.9901639344262295,0.8636363636363636,0.9268292682926829,0.75,1.0,1.0,0.8571428571428571,0.6428571428571429,0.9935483870967742,0.8181818181818182,0.7200000000000001,1.0,0.9968454258675079,0.875,0.9333333333333333,0.8947368421052632,0.9717741935483871,0.9066666666666666,0.9006622516556291,0.82,0.9671532846715328,0.82,0.82,1.0,0.990506329113924,0.7272727272727273,0.8421052631578948,0.9692307692307692,0.9845559845559846,0.9402985074626866,0.9545454545454547,0.6875,0.9967532467532467,0.9166666666666666,0.7857142857142857,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.4
1.0,1.0,1.0,1.0,0.8,0.9811912225705329,0.4,0.5333333333333333,0.875,0.9902597402597403,0.8235294117647058,0.8484848484848485,0.8947368421052632,0.9967213114754099,0.9444444444444444,0.918918918918919,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.923076923076923,1.0,1.0,1.0,1.0,0.9473684210526315,0.9838709677419355,0.9473684210526315,0.9473684210526315,0.84,0.9781021897810219,0.875,0.8571428571428572,1.0,0.9873417721518988,0.6666666666666666,0.8,0.9846153846153847,0.9922779922779923,0.9696969696969697,0.9770992366412214,0.625,0.9967532467532467,0.9090909090909091,0.7407407407407406,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,1.0,1.0,1.0,0.4,0.9937304075235109,0.5,0.4444444444444445,0.75,0.9935064935064936,0.8571428571428571,0.7999999999999999,0.8947368421052632,0.9967213114754099,0.9444444444444444,0.918918918918919,1.0,1.0,1.0,1.0,0.7857142857142857,0.9935483870967742,0.8461538461538461,0.8148148148148148,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9605263157894737,0.967741935483871,0.9012345679012346,0.9299363057324841,0.84,0.9635036496350365,0.8076923076923077,0.8235294117647058,0.625,0.9968354430379747,0.8333333333333334,0.7142857142857143,0.9846153846153847,0.9806949806949807,0.927536231884058,0.9552238805970149,0.625,0.9967532467532467,0.9090909090909091,0.7407407407407406,1.0,1.0,1.0,1.0,0.75,0.996875,0.75,0.75
1.0,1.0,1.0,1.0,0.8,0.9968652037617555,0.8,0.8000000000000002,1.0,0.987012987012987,0.8,0.888888888888889,0.8947368421052632,1.0,1.0,0.9444444444444444,1.0,0.996875,0.8,0.888888888888889,0.9285714285714286,1.0,1.0,0.962962962962963,1.0,0.9936908517350158,0.7777777777777778,0.8750000000000001,0.9736842105263158,0.9717741935483871,0.9135802469135802,0.9426751592356688,0.84,0.9890510948905109,0.9333333333333333,0.8842105263157894,1.0,1.0,1.0,1.0,0.9538461538461539,0.9922779922779923,0.96875,0.9612403100775193,0.6875,0.987012987012987,0.7333333333333333,0.7096774193548386,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.8,0.9937304075235109,0.6666666666666666,0.7272727272727272,0.75,0.9902597402597403,0.8,0.7741935483870969,0.8947368421052632,0.9836065573770492,0.7727272727272727,0.8292682926829269,0.5,1.0,1.0,0.6666666666666666,0.8571428571428571,0.9903225806451613,0.8,0.8275862068965518,0.8571428571428571,1.0,1.0,0.923076923076923,0.8947368421052632,0.9879032258064516,0.9577464788732394,0.9251700680272109,0.9,0.9744525547445255,0.8653846153846154,0.8823529411764707,1.0,0.9968354430379747,0.8888888888888888,0.9411764705882353,0.9846153846153847,0.9845559845559846,0.9411764705882353,0.962406015037594,0.8125,0.9935064935064936,0.8666666666666667,0.8387096774193549,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,1.0,1.0,1.0,0.8,0.987460815047022,0.5,0.6153846153846154,0.9375,0.987012987012987,0.7894736842105263,0.8571428571428572,0.8947368421052632,0.9934426229508196,0.8947368421052632,0.8947368421052632,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,0.962962962962963,0.7142857142857143,1.0,1.0,0.8333333333333333,0.9078947368421053,0.9879032258064516,0.9583333333333334,0.9324324324324325,0.86,0.9635036496350365,0.8113207547169812,0.8349514563106797,1.0,0.9936708860759493,0.8,0.888888888888889,0.9692307692307692,0.9845559845559846,0.9402985074626866,0.9545454545454547,0.625,0.9935064935064936,0.8333333333333334,0.7142857142857143,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.8,0.9937304075235109,0.6666666666666666,0.7272727272727272,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,0.9473684210526315,1.0,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.7857142857142857,0.9935483870967742,0.8461538461538461,0.8148148148148148,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9473684210526315,0.9838709677419355,0.9473684210526315,0.9473684210526315,0.9,0.9744525547445255,0.8653846153846154,0.8823529411764707,0.875,1.0,1.0,0.9333333333333333,1.0,0.9806949806949807,0.9285714285714286,0.962962962962963,0.75,0.9935064935064936,0.8571428571428571,0.7999999999999999,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.6,0.987460815047022,0.42857142857142855,0.5,0.875,0.9902597402597403,0.8235294117647058,0.8484848484848485,0.9473684210526315,0.9967213114754099,0.9473684210526315,0.9473684210526315,1.0,1.0,1.0,1.0,0.6428571428571429,0.9870967741935484,0.6923076923076923,0.6666666666666666,1.0,1.0,1.0,1.0,0.9342105263157895,0.9717741935483871,0.9102564102564102,0.922077922077922,0.8,0.9781021897810219,0.8695652173913043,0.8333333333333333,0.875,0.9936708860759493,0.7777777777777778,0.823529411764706,1.0,0.9768339768339769,0.9154929577464789,0.9558823529411764,0.6875,1.0,1.0,0.8148148148148148,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.8,0.987460815047022,0.5,0.6153846153846154,0.875,1.0,1.0,0.9333333333333333,0.9473684210526315,0.9967213114754099,0.9473684210526315,0.9473684210526315,1.0,1.0,1.0,1.0,0.7857142857142857,1.0,1.0,0.88,1.0,0.9936908517350158,0.7777777777777778,0.8750000000000001,0.9473684210526315,0.9717741935483871,0.9113924050632911,0.9290322580645162,0.84,0.9817518248175182,0.8936170212765957,0.8659793814432989,1.0,0.9968354430379747,0.8888888888888888,0.9411764705882353,0.9538461538461539,1.0,1.0,0.9763779527559054,1.0,0.987012987012987,0.8,0.888888888888889,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.8,0.9968652037617555,0.8,0.8000000000000002,0.9375,0.9935064935064936,0.8823529411764706,0.9090909090909091,1.0,0.9868852459016394,0.8260869565217391,0.9047619047619047,1.0,1.0,1.0,1.0,0.9285714285714286,0.9967741935483871,0.9285714285714286,0.9285714285714286,0.7142857142857143,1.0,1.0,0.8333333333333333,0.9342105263157895,0.9879032258064516,0.9594594594594594,0.9466666666666667,0.9,0.9854014598540146,0.9183673469387755,0.9090909090909091,1.0,0.990506329113924,0.7272727272727273,0.8421052631578948,0.9692307692307692,0.9845559845559846,0.9402985074626866,0.9545454545454547,0.6875,0.9967532467532467,0.9166666666666666,0.7857142857142857,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,1.0,1.0,1.0,0.8,0.9968652037617555,0.8,0.8000000000000002,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,0.9473684210526315,0.9967213114754099,0.9473684210526315,0.9473684210526315,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,0.923076923076923,1.0,0.9936908517350158,0.7777777777777778,0.8750000000000001,0.9605263157894737,0.9798387096774194,0.9358974358974359,0.948051948051948,0.92,0.9817518248175182,0.9019607843137255,0.9108910891089109,1.0,1.0,1.0,1.0,1.0,0.9922779922779923,0.9701492537313433,0.9848484848484849,0.9375,1.0,1.0,0.967741935483871,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.8,0.9937304075235109,0.6666666666666666,0.7272727272727272,0.875,0.9935064935064936,0.875,0.875,0.9473684210526315,0.9901639344262295,0.8571428571428571,0.9,1.0,1.0,1.0,1.0,0.9285714285714286,1.0,1.0,0.962962962962963,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9342105263157895,0.9838709677419355,0.9466666666666667,0.9403973509933775,0.88,0.9817518248175182,0.8979591836734694,0.888888888888889,1.0,1.0,1.0,1.0,0.9538461538461539,0.9961389961389961,0.9841269841269841,0.96875,0.9375,0.9935064935064936,0.8823529411764706,0.9090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.8,0.987460815047022,0.5,0.6153846153846154,1.0,0.9935064935064936,0.8888888888888888,0.9411764705882353,0.9473684210526315,0.9967213114754099,0.9473684210526315,0.9473684210526315,1.0,0.996875,0.8,0.888888888888889,0.9285714285714286,0.9903225806451613,0.8125,0.8666666666666666,1.0,1.0,1.0,1.0,0.9078947368421053,0.9838709677419355,0.9452054794520548,0.9261744966442953,0.84,0.9744525547445255,0.8571428571428571,0.8484848484848485,0.75,1.0,1.0,0.8571428571428571,0.9846153846153847,0.9884169884169884,0.9552238805970149,0.9696969696969696,0.75,0.9967532467532467,0.9230769230769231,0.8275862068965517,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,1.0,1.0,1.0,0.8,0.987460815047022,0.5,0.6153846153846154,0.9375,0.987012987012987,0.7894736842105263,0.8571428571428572,1.0,0.9934426229508196,0.9047619047619048,0.9500000000000001,1.0,1.0,1.0,1.0,0.7857142857142857,0.9806451612903225,0.6470588235294118,0.7096774193548386,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9868421052631579,0.9758064516129032,0.9259259259259259,0.9554140127388535,0.8,0.9890510948905109,0.9302325581395349,0.8602150537634408,0.375,0.9968354430379747,0.75,0.5,0.9384615384615385,0.9806949806949807,0.9242424242424242,0.9312977099236641,0.6875,0.9967532467532467,0.9166666666666666,0.7857142857142857,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.4
1.0,1.0,1.0,1.0,0.6,0.9968652037617555,0.75,0.6666666666666665,0.875,0.9902597402597403,0.8235294117647058,0.8484848484848485,0.9473684210526315,0.9967213114754099,0.9473684210526315,0.9473684210526315,1.0,1.0,1.0,1.0,0.7142857142857143,0.9935483870967742,0.8333333333333334,0.7692307692307692,1.0,0.9936908517350158,0.7777777777777778,0.8750000000000001,0.9210526315789473,0.9838709677419355,0.9459459459459459,0.9333333333333332,0.94,0.9671532846715328,0.8392857142857143,0.8867924528301886,0.75,0.9873417721518988,0.6,0.6666666666666665,0.9692307692307692,0.9961389961389961,0.984375,0.9767441860465116,0.75,0.9967532467532467,0.9230769230769231,0.8275862068965517,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.8,0.9937304075235109,0.6666666666666666,0.7272727272727272,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,0.9473684210526315,0.9901639344262295,0.8571428571428571,0.9,1.0,1.0,1.0,1.0,0.8571428571428571,0.9935483870967742,0.8571428571428571,0.8571428571428571,0.8571428571428571,1.0,1.0,0.923076923076923,0.9210526315789473,0.9596774193548387,0.875,0.8974358974358975,0.8,0.9817518248175182,0.8888888888888888,0.8421052631578948,1.0,0.9968354430379747,0.8888888888888888,0.9411764705882353,1.0,0.9691119691119691,0.8904109589041096,0.9420289855072463,0.4375,0.9902597402597403,0.7,0.5384615384615384,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.6,0.9937304075235109,0.6,0.6,1.0,0.9967532467532467,0.9411764705882353,0.9696969696969697,0.9473684210526315,1.0,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9285714285714286,0.9967741935483871,0.9285714285714286,0.9285714285714286,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9473684210526315,0.9838709677419355,0.9473684210526315,0.9473684210526315,0.86,0.9781021897810219,0.8775510204081632,0.8686868686868686,1.0,1.0,1.0,1.0,0.9692307692307692,0.9845559845559846,0.9402985074626866,0.9545454545454547,0.75,0.9902597402597403,0.8,0.7741935483870969,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,1.0,1.0,1.0,0.8,0.9937304075235109,0.6666666666666666,0.7272727272727272,0.8125,0.9935064935064936,0.8666666666666667,0.8387096774193549,1.0,0.9967213114754099,0.95,0.9743589743589743,1.0,0.99375,0.6666666666666666,0.8,0.8571428571428571,1.0,1.0,0.923076923076923,1.0,0.9968454258675079,0.875,0.9333333333333333,0.8947368421052632,0.9758064516129032,0.918918918918919,0.9066666666666667,0.88,0.9708029197080292,0.8461538461538461,0.8627450980392156,1.0,0.9968354430379747,0.8888888888888888,0.9411764705882353,0.9846153846153847,0.9768339768339769,0.9142857142857143,0.9481481481481482,0.625,0.9967532467532467,0.9090909090909091,0.7407407407407406,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.4
1.0,1.0,1.0,1.0,0.8,0.9905956112852664,0.5714285714285714,0.6666666666666666,0.75,0.9967532467532467,0.9230769230769231,0.8275862068965517,1.0,0.9967213114754099,0.95,0.9743589743589743,1.0,1.0,1.0,1.0,1.0,0.9935483870967742,0.875,0.9333333333333333,1.0,1.0,1.0,1.0,0.9736842105263158,0.9838709677419355,0.9487179487179487,0.9610389610389611,0.86,0.9927007299270073,0.9555555555555556,0.9052631578947369,1.0,1.0,1.0,1.0,1.0,0.9691119691119691,0.8904109589041096,0.9420289855072463,0.625,1.0,1.0,0.7692307692307693,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,0.9967320261437909,0.9473684210526315,0.972972972972973,0.6,0.9968652037617555,0.75,0.6666666666666665,0.9375,0.987012987012987,0.7894736842105263,0.8571428571428572,1.0,0.9901639344262295,0.8636363636363636,0.9268292682926829,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,0.8333333333333333,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9605263157894737,0.9758064516129032,0.9240506329113924,0.9419354838709677,0.86,0.9890510948905109,0.9347826086956522,0.8958333333333334,1.0,0.9936708860759493,0.8,0.888888888888889,0.9538461538461539,0.9961389961389961,0.9841269841269841,0.96875,0.9375,0.9967532467532467,0.9375,0.9375,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.6666666666666666
1.0,1.0,1.0,1.0,0.4,1.0,1.0,0.5714285714285715,0.6875,0.9967532467532467,0.9166666666666666,0.7857142857142857,1.0,0.9901639344262295,0.8636363636363636,0.9268292682926829,1.0,0.99375,0.6666666666666666,0.8,0.9285714285714286,1.0,1.0,0.962962962962963,1.0,0.9968454258675079,0.875,0.9333333333333333,1.0,0.9717741935483871,0.9156626506024096,0.9559748427672956,0.9,0.9890510948905109,0.9375,0.9183673469387755,1.0,0.9968354430379747,0.8888888888888888,0.9411764705882353,0.9538461538461539,0.9961389961389961,0.9841269841269841,0.96875,0.875,0.9902597402597403,0.8235294117647058,0.8484848484848485,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.4
1.0,1.0,1.0,1.0,0.4,0.9905956112852664,0.4,0.4000000000000001,0.8125,0.9967532467532467,0.9285714285714286,0.8666666666666666,1.0,0.9967213114754099,0.95,0.9743589743589743,1.0,0.99375,0.6666666666666666,0.8,0.8571428571428571,1.0,1.0,0.923076923076923,1.0,1.0,1.0,1.0,0.9473684210526315,0.9838709677419355,0.9473684210526315,0.9473684210526315,0.94,0.9708029197080292,0.8545454545454545,0.8952380952380952,1.0,0.9968354430379747,0.8888888888888888,0.9411764705882353,0.9846153846153847,0.972972972972973,0.9014084507042254,0.9411764705882353,0.5,0.9967532467532467,0.8888888888888888,0.64,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,0.8,0.9937304075235109,0.6666666666666666,0.7272727272727272,0.75,0.9935064935064936,0.8571428571428571,0.7999999999999999,0.8947368421052632,0.9934426229508196,0.8947368421052632,0.8947368421052632,0.75,1.0,1.0,0.8571428571428571,0.8571428571428571,0.9903225806451613,0.8,0.8275862068965518,1.0,1.0,1.0,1.0,0.9473684210526315,0.967741935483871,0.9,0.9230769230769231,0.84,0.9817518248175182,0.8936170212765957,0.8659793814432989,0.625,1.0,1.0,0.7692307692307693,0.9846153846153847,0.9884169884169884,0.9552238805970149,0.9696969696969696,0.875,0.9902597402597403,0.8235294117647058,0.8484848484848485,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.9937304075235109,0.7142857142857143,0.8333333333333333,0.9375,0.9902597402597403,0.8333333333333334,0.8823529411764706,0.9473684210526315,0.9967213114754099,0.9473684210526315,0.9473684210526315,1.0,1.0,1.0,1.0,0.7857142857142857,0.9903225806451613,0.7857142857142857,0.7857142857142857,1.0,1.0,1.0,1.0,0.9342105263157895,0.9758064516129032,0.922077922077922,0.9281045751633986,0.84,0.9744525547445255,0.8571428571428571,0.8484848484848485,0.75,1.0,1.0,0.8571428571428571,0.9692307692307692,1.0,1.0,0.9843749999999999,1.0,0.9967532467532467,0.9411764705882353,0.9696969696969697,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8571428571428571
1.0,1.0,1.0,1.0,0.8,0.9937304075235109,0.6666666666666666,0.7272727272727272,0.8125,0.9935064935064936,0.8666666666666667,0.8387096774193549,1.0,0.9901639344262295,0.8636363636363636,0.9268292682926829,0.75,1.0,1.0,0.8571428571428571,1.0,0.9967741935483871,0.9333333333333333,0.9655172413793104,0.7142857142857143,1.0,1.0,0.8333333333333333,0.9473684210526315,0.9717741935483871,0.9113924050632911,0.9290322580645162,0.82,0.9854014598540146,0.9111111111111111,0.8631578947368421,0.875,0.9968354430379747,0.875,0.875,1.0,0.9806949806949807,0.9285714285714286,0.962962962962963,0.75,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.9905956112852664,0.625,0.7692307692307693,0.75,0.987012987012987,0.75,0.75,0.8421052631578947,0.9901639344262295,0.8421052631578947,0.8421052631578947,1.0,0.99375,0.6666666666666666,0.8,0.9285714285714286,0.9903225806451613,0.8125,0.8666666666666666,1.0,0.9968454258675079,0.875,0.9333333333333333,0.9342105263157895,0.9919354838709677,0.9726027397260274,0.9530201342281879,0.88,0.9781021897810219,0.88,0.88,0.625,0.9936708860759493,0.7142857142857143,0.6666666666666666,0.9846153846153847,0.9884169884169884,0.9552238805970149,0.9696969696969696,0.6875,0.9935064935064936,0.8461538461538461,0.7586206896551724,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.4
